"playerID","yearID","AB","H","BB","HBP","X2B","X3B","HR","SF","Games","POS","birthYear","birthMonth","birthDay","Age","Age_centered","SLG","OBP","wRC_plus"
"barnebr02",2016,100,22,3,1,6,2,0,0,405,"OF",1986,5,15,30,0,0.32,0.25,86.6
"blackch02",2016,578,187,43,13,35,5,29,4,1245,"OF",1986,7,1,29,-1,0.551903114186851,0.380877742946708,140.305398574698
"cardust01",2016,56,12,3,0,3,1,2,0,27,"1B",1987,8,31,28,-2,0.410714285714286,0.254237288135593,99.1555690072639
"chatwty01",2016,53,10,2,0,0,1,0,0,229,"P",1989,12,16,26,-4,0.226415094339623,0.218181818181818,68.7066895368782
"dahlda01",2016,222,70,15,0,12,4,7,0,280,"OF",1994,4,1,22,-8,0.5,0.358649789029536,129.556962025316
"descada01",2016,250,66,34,1,12,2,8,4,906,"3B",1986,10,19,29,-1,0.424,0.349480968858132,118.026574394464
"garnedu01",2016,68,16,6,0,6,0,1,1,165,"C",1987,8,13,28,-2,0.367647058823529,0.293333333333333,100.594117647059
"gonzaca01",2016,584,174,46,1,42,2,25,1,1305,"OF",1985,10,17,30,0,0.50513698630137,0.349683544303797,128.610846193862
"hundlni01",2016,289,75,25,1,20,1,10,1,893,"C",1983,9,8,32,2,0.439446366782007,0.319620253164557,114.659673251281
"lemahdj01",2016,552,192,66,3,32,8,11,6,1467,"1B",1988,7,13,27,-3,0.494565217391304,0.416267942583732,139.221707925941
"parrage01",2016,368,93,9,1,27,3,7,2,1344,"OF",1987,5,6,29,-1,0.39945652173913,0.271052631578947,100.718821510297
"paulsbe01",2016,92,20,5,0,5,0,1,0,159,"1B",1987,10,27,28,-2,0.304347826086957,0.257731958762887,85.9569699686239
"raburry01",2016,223,49,28,2,10,2,9,3,810,"2B",1981,4,17,35,5,0.403587443946188,0.30859375,108.013242713005
"reynoma01",2016,393,111,42,4,24,0,14,2,1578,"2B",1983,8,3,32,2,0.450381679389313,0.356009070294785,122.631250973672
"storytr01",2016,372,101,35,5,21,4,27,1,827,"SS",1992,11,15,23,-7,0.567204301075269,0.341404358353511,135.189343643417
"wolteto01",2016,205,53,21,0,15,2,3,0,397,"2B",1992,6,9,24,-6,0.395121951219512,0.327433628318584,110.303906755882
"amarial01",2017,168,40,7,0,10,0,3,0,637,"2B",1989,4,6,28,-2,0.351190476190476,0.268571428571429,93.9976190476191
"arenano01",2017,606,187,62,4,43,7,37,6,1355,"3B",1991,4,16,26,-4,0.585808580858086,0.373156342182891,143.323257104472
"blackch02",2017,644,213,65,10,35,14,37,3,1245,"OF",1986,7,1,30,0,0.600931677018634,0.398891966759003,149.921672029043
"desmoia01",2017,339,93,24,4,11,1,7,4,1451,"2B",1985,9,20,31,1,0.374631268436578,0.326145552560647,107.408264357672
"freelky01",2017,52,8,1,0,1,0,1,0,156,"P",1993,5,14,24,-6,0.230769230769231,0.169811320754717,60.5660377358491
"garnedu01",2017,68,14,4,1,7,0,1,0,165,"C",1987,8,13,29,-1,0.352941176470588,0.26027397260274,92.7316680096696
"gonzaca01",2017,470,123,56,2,34,0,14,6,1305,"OF",1985,10,17,31,1,0.423404255319149,0.338951310861423,116.053789146546
"hanigry01",2017,101,27,8,1,2,0,2,1,656,"C",1980,8,16,36,6,0.346534653465347,0.324324324324324,103.427883328873
"lemahdj01",2017,609,189,59,6,28,4,8,5,1467,"1B",1988,7,13,28,-2,0.408866995073892,0.374079528718704,120.487024528973
"lucrojo01",2017,142,44,27,4,6,3,2,2,1154,"C",1986,6,13,31,1,0.436619718309859,0.428571428571429,133.903420523139
"parrage01",2017,392,121,20,4,24,1,10,9,1344,"OF",1987,5,6,30,0,0.451530612244898,0.341176470588235,120.110744297719
"reynoma01",2017,520,139,69,1,22,1,30,3,1578,"2B",1983,8,3,33,3,0.486538461538462,0.352445193929174,126.690134907251
"storytr01",2017,503,120,49,2,32,3,24,1,827,"SS",1992,11,15,24,-6,0.457256461232604,0.308108108108108,114.902799419698
"tapiara01",2017,160,46,8,2,12,2,2,0,453,"OF",1994,2,4,23,-7,0.425,0.329411764705882,114.544117647059
"valaipa01",2017,182,47,7,0,11,0,13,1,303,"2B",1992,9,9,24,-6,0.532967032967033,0.284210526315789,120.443609022556
"wolteto01",2017,229,55,33,2,8,1,0,0,397,"2B",1992,6,9,25,-5,0.283842794759825,0.340909090909091,98.2631996824137
"arenano01",2018,590,175,73,3,38,2,38,6,1355,"3B",1991,4,16,27,-3,0.561016949152542,0.373511904761905,140.164346246973
"blackch02",2018,626,182,59,8,31,7,29,2,1245,"OF",1986,7,1,31,1,0.501597444089457,0.358273381294964,129.696876364723
"cuevano01",2018,146,34,6,1,4,1,2,0,46,"OF",1991,10,2,26,-4,0.315068493150685,0.26797385620915,89.1941982272361
"dahlda01",2018,249,68,19,1,11,3,16,2,280,"OF",1994,4,1,24,-6,0.534136546184739,0.324723247232472,127.887935505861
"desmoia01",2018,555,131,53,6,21,8,22,4,1451,"2B",1985,9,20,32,2,0.421621621621622,0.307443365695793,110.150616636054
"freelky01",2018,65,6,2,0,2,0,0,0,156,"P",1993,5,14,25,-5,0.123076923076923,0.119402985074627,37.4925373134328
"gonzaca01",2018,463,128,37,1,32,4,16,3,1305,"OF",1985,10,17,32,2,0.466522678185745,0.329365079365079,119.933662449861
"grayjo02",2018,52,4,3,0,2,0,0,0,176,"P",1991,11,5,26,-4,0.115384615384615,0.127272727272727,37.9090909090909
"hollima01",2018,53,15,12,0,2,0,2,0,1731,"OF",1980,1,15,38,8,0.433962264150943,0.415384615384615,131.184325108853
"iannech01",2018,299,67,50,7,13,1,11,3,1133,"C",1983,4,8,35,5,0.384615384615385,0.345403899721448,112.172701949861
"lemahdj01",2018,533,147,37,2,32,2,15,7,1467,"1B",1988,7,13,29,-1,0.427767354596623,0.321243523316062,113.433590294452
"marquge01",2018,60,18,0,0,0,0,1,0,172,"P",1995,2,22,23,-7,0.35,0.3,99.5
"mcmahry01",2018,181,42,18,2,9,1,5,1,608,"1B",1994,12,14,23,-7,0.375690607734807,0.306930693069307,104.087303758
"murphto04",2018,93,21,3,0,7,1,2,0,224,"C",1991,4,3,27,-3,0.387096774193548,0.25,95.3225806451613
"parrage01",2018,401,114,32,5,17,0,6,3,1344,"OF",1987,5,6,31,1,0.371571072319202,0.342403628117914,109.936892462721
"storytr01",2018,598,174,47,7,42,6,37,4,827,"SS",1992,11,15,25,-5,0.566889632107023,0.347560975609756,136.256627783669
"valaipa01",2018,122,19,9,0,5,0,2,0,303,"2B",1992,9,9,25,-5,0.245901639344262,0.213740458015267,70.4404955575022
"wolteto01",2018,182,31,26,6,4,4,3,2,397,"2B",1992,6,9,26,-4,0.285714285714286,0.291666666666667,89.6428571428572
"alonsyo01",2019,73,19,10,1,7,0,3,0,911,"1B",1987,4,8,32,2,0.479452054794521,0.357142857142857,126.614481409002
"arenano01",2019,588,185,62,4,31,2,41,8,1355,"3B",1991,4,16,28,-2,0.583333333333333,0.379154078549849,144.081067472306
"blackch02",2019,580,182,40,9,42,7,32,5,1245,"OF",1986,7,1,32,2,0.575862068965517,0.364353312302839,140.445665180028
"dahlda01",2019,374,113,28,4,28,5,15,5,280,"OF",1994,4,1,25,-5,0.524064171122995,0.352798053527981,131.631991881026
"dazayo01",2019,97,20,7,0,1,1,0,1,220,"OF",1994,2,28,25,-5,0.237113402061856,0.257142857142857,77.1104565537555
"desmoia01",2019,443,113,34,2,31,4,20,2,1451,"2B",1985,9,20,33,3,0.478555304740406,0.30977130977131,117.971025375089
"fuentjo01",2019,55,12,1,0,1,0,3,0,142,"1B",1993,2,19,26,-4,0.4,0.232142857142857,93.7857142857143
"hampsga01",2019,299,74,24,0,9,4,8,2,402,"2B",1994,10,10,24,-6,0.384615384615385,0.301538461538462,104.276923076923
"hillisa01",2019,77,21,9,1,4,2,7,0,190,"OF",1994,2,21,25,-5,0.649350649350649,0.35632183908046,148.553515450067
"iannech01",2019,144,32,18,1,10,0,6,1,1133,"C",1983,4,8,36,6,0.416666666666667,0.310975609756098,110.142276422764
"mcmahry01",2019,480,120,56,1,22,1,24,1,608,"1B",1994,12,14,24,-6,0.45,0.328996282527881,117.719330855019
"murphda08",2019,438,122,32,2,35,1,13,4,1348,"OF",1985,4,1,34,4,0.452054794520548,0.327731092436975,117.758719926327
"reynoma01",2019,135,23,22,2,7,0,4,3,1578,"2B",1983,8,3,35,5,0.311111111111111,0.290123456790123,92.6666666666667
"rodgebr02",2019,76,17,4,1,2,0,0,0,272,"2B",1996,8,9,22,-8,0.25,0.271604938271605,81.3888888888889
"storytr01",2019,588,173,58,7,38,5,35,3,827,"SS",1992,11,15,26,-4,0.554421768707483,0.36280487804878,137.379707980753
"tapiara01",2019,426,117,21,0,23,5,9,0,453,"OF",1994,2,4,25,-5,0.415492957746479,0.308724832214765,109.5845543057
"valaipa01",2019,79,15,7,0,5,1,1,0,303,"2B",1992,9,9,26,-4,0.316455696202532,0.255813953488372,87.1857521342361
"wolteto01",2019,359,94,36,8,17,2,1,6,397,"2B",1992,6,9,27,-3,0.328690807799443,0.337408312958435,103.463301346446
"arenano01",2020,182,46,15,0,9,0,8,4,1355,"3B",1991,4,16,29,-1,0.434065934065934,0.303482587064677,111.055437100213
"blackch02",2020,221,67,19,2,12,1,6,5,1245,"OF",1986,7,1,33,3,0.447963800904977,0.356275303643725,122.364848773518
"dahlda01",2020,93,17,4,1,2,2,0,1,280,"OF",1994,4,1,26,-4,0.247311827956989,0.222222222222222,72.1505376344086
"diazel01",2020,68,16,5,0,2,0,2,0,448,"C",1990,11,17,29,-1,0.352941176470588,0.287671232876712,97.6631748589847
"fuentjo01",2020,98,30,2,1,7,0,2,2,142,"1B",1993,2,19,27,-3,0.438775510204082,0.320388349514563,114.710719239152
"hampsga01",2020,167,39,13,0,4,3,5,1,402,"2B",1994,10,10,25,-5,0.383233532934132,0.287292817679558,101.533066463758
"hillisa01",2020,105,22,9,0,2,2,6,0,190,"OF",1994,2,21,26,-4,0.438095238095238,0.271929824561404,105.899749373434
"kempma01",2020,117,28,15,0,3,0,6,0,1622,"OF",1984,9,23,35,5,0.418803418803419,0.325757575757576,113.080808080808
"mcmahry01",2020,172,37,18,2,6,1,9,1,608,"1B",1994,12,14,25,-5,0.418604651162791,0.295336787564767,107.579226412821
"murphda08",2020,123,29,7,0,3,0,3,1,1348,"OF",1985,4,1,35,5,0.333333333333333,0.274809160305344,92.7989821882952
"pillake01",2020,91,28,5,1,5,1,2,0,999,"OF",1989,1,4,31,1,0.450549450549451,0.350515463917526,121.664212076583
"storytr01",2020,235,68,24,0,13,4,11,0,827,"SS",1992,11,15,27,-3,0.519148936170213,0.355212355212355,131.427585640352
"tapiara01",2020,184,59,14,2,8,2,1,3,453,"OF",1994,2,4,26,-4,0.402173913043478,0.369458128078818,118.785071749839
"wolteto01",2020,100,23,6,1,4,0,0,0,397,"2B",1992,6,9,28,-2,0.27,0.280373831775701,85.5672897196262
"blackch02",2021,514,139,54,11,25,4,13,3,1245,"OF",1986,7,1,34,4,0.410505836575875,0.350515463917526,116.458542260018
"croncj01",2021,470,132,60,13,31,1,28,4,731,"1B",1990,1,5,31,1,0.529787234042553,0.374771480804388,136.331206970322
"dazayo01",2021,301,85,21,2,12,2,2,1,220,"OF",1994,2,28,27,-3,0.355481727574751,0.332307692307692,106.028009200102
"diazel01",2021,338,83,30,2,18,1,18,1,448,"C",1990,11,17,30,0,0.464497041420118,0.309973045822102,116.179763632594
"fuentjo01",2021,271,61,12,0,11,1,7,1,142,"1B",1993,2,19,28,-2,0.350553505535055,0.257042253521127,91.83956135336
"hampsga01",2021,453,106,33,3,21,6,11,2,402,"2B",1994,10,10,26,-4,0.379690949227373,0.289205702647658,101.416849876137
"hillisa01",2021,214,46,23,1,7,2,14,0,190,"OF",1994,2,21,27,-3,0.462616822429907,0.294117647058824,113.081363386476
"joeco01",2021,179,51,26,3,9,0,8,3,139,"OF",1992,8,16,28,-2,0.46927374301676,0.37914691943128,129.252032089809
"marquge01",2021,53,14,0,0,5,0,1,0,172,"P",1995,2,22,26,-4,0.415094339622642,0.264150943396226,101.509433962264
"mcmahry01",2021,528,134,59,4,32,1,23,5,608,"1B",1994,12,14,26,-4,0.448863636363636,0.330536912751678,117.848917022575
"nunezdo01",2021,228,43,34,0,12,3,10,1,106,"C",1995,1,17,26,-4,0.399122807017544,0.29277566539924,104.585584684144
"rodgebr02",2021,387,110,19,7,21,3,15,2,272,"2B",1996,8,9,24,-6,0.470284237726098,0.327710843373494,120.124902711622
"storytr01",2021,526,132,53,11,34,5,24,5,827,"SS",1992,11,15,28,-2,0.47148288973384,0.329411764705882,120.586893312458
"tapiara01",2021,487,133,40,1,26,2,6,4,453,"OF",1994,2,4,27,-3,0.371663244353183,0.327067669172932,107.188402217042
"blackch02",2022,530,140,32,8,22,6,16,3,1245,"OF",1986,7,1,35,5,0.418867924528302,0.31413612565445,110.99733280648
"bouchse01",2022,74,22,21,1,6,0,3,1,26,"OF",1996,5,16,26,-4,0.5,0.45360824742268,146.649484536082
"bryankr01",2022,160,49,17,2,12,0,5,2,1007,"1B",1992,1,4,30,0,0.475,0.375690607734807,129.374309392265
"croncj01",2022,575,148,43,8,28,3,29,5,731,"1B",1990,1,5,32,2,0.467826086956522,0.315372424722662,117.584427754427
"dazayo01",2022,372,112,26,4,21,2,2,5,220,"OF",1994,2,28,28,-2,0.384408602150538,0.348894348894349,112.774101080553
"diazel01",2022,351,80,25,2,18,2,9,3,448,"C",1990,11,17,31,1,0.367521367521368,0.280839895013123,98.32895888014
"grichra01",2022,506,131,24,6,21,3,19,2,927,"OF",1991,8,13,30,0,0.424901185770751,0.299256505576208,109.103325153915
"hampsga01",2022,199,42,21,1,7,3,2,2,402,"2B",1994,10,10,27,-3,0.306532663316583,0.286995515695067,91.5084390562679
"hillisa01",2022,174,32,23,1,6,1,2,2,190,"OF",1994,2,21,28,-2,0.264367816091954,0.28,84.767816091954
"iglesjo01",2022,439,128,17,8,30,0,3,3,1071,"SS",1990,1,5,32,2,0.380410022779043,0.32762312633833,108.425465702175
"joeco01",2022,404,96,55,7,20,4,7,1,139,"OF",1992,8,16,29,-1,0.358910891089109,0.338329764453961,107.557773443297
"mcmahry01",2022,529,130,60,5,23,3,20,3,608,"1B",1994,12,14,27,-3,0.413988657844991,0.326633165829146,112.612495369095
"monteel01",2022,176,41,8,1,15,1,6,0,39,"1B",1998,8,17,23,-7,0.431818181818182,0.27027027027027,104.785012285012
"rodgebr02",2022,527,140,46,3,30,3,13,5,272,"2B",1996,8,9,25,-5,0.407969639468691,0.325301204819277,111.5902699984
"servebr01",2022,187,38,13,2,4,1,6,1,61,"1B",1995,5,5,27,-3,0.331550802139037,0.261083743842365,90.0966781697005
"toglimi01",2022,111,24,9,0,8,2,2,0,32,"1B",1998,8,16,23,-7,0.378378378378378,0.275,98.6891891891892
"trejoal01",2022,118,32,5,2,6,0,4,0,54,"2B",1996,5,30,26,-4,0.423728813559322,0.312,111.244745762712
